Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000146701	MDH2	-0.01	-0.02	-0.04	-0.46	-0.23	-0.05	0.09	-0.11	-0.21	-0.43	-0.71	-0.53	-0.26	-0.04
ENSG00000146963	LUC7L2	0	-0.01	-0.02	0.21	-0.16	-0.27	-0.36	0.08	0.16	0.32	-0.12	-0.12	0.16	0.27
ENSG00000147164	SNX12	-0.06	-0.13	-0.26	-0.83	-0.53	-0.23	0	-0.11	-0.21	-0.41	-0.43	-0.29	-0.17	-0.09
ENSG00000147403	RPL10	-0.06	-0.12	-0.23	0.06	0.12	0.17	0.2	-0.06	-0.11	-0.23	0.17	0.21	0.22	0.23
ENSG00000147604	RPL7	0.01	0.02	0.05	-0.47	-0.3	-0.09	0.06	-0.05	-0.11	-0.23	-0.23	-0.2	-0.04	0.09
ENSG00000148229	POLE3	-0.06	-0.11	-0.22	-0.04	-0.16	-0.16	-0.15	-0.06	-0.12	-0.25	-0.17	-0.26	-0.33	-0.38
ENSG00000148334	PTGES2	-0.13	-0.25	-0.5	-0.64	-0.48	-0.3	-0.15	-0.12	-0.24	-0.48	-0.17	-0.06	0.01	0.06
ENSG00000148843	PDCD11	-0.04	-0.09	-0.18	-0.09	-0.18	-0.19	-0.19	-0.06	-0.12	-0.25	-0.16	-0.16	-0.19	-0.21
ENSG00000149136	SSRP1	-0.01	-0.01	-0.01	0.1	0.05	-0.09	-0.21	-0.05	-0.09	-0.19	0.12	-0.06	-0.22	-0.35
ENSG00000149357	LAMTOR1	-0.06	-0.12	-0.25	-0.6	-0.5	-0.38	-0.29	-0.12	-0.24	-0.47	-0.24	-0.21	-0.21	-0.22
ENSG00000149485	FADS1	0.05	0.09	0.18	0.14	0.14	0.05	-0.02	0.02	0.03	0.07	0.27	0.26	0.14	0.04
ENSG00000149806	FAU	-0.05	-0.09	-0.18	-0.18	0.06	0.02	0.03	0	0	0.01	0.18	0	0.05	0.12
ENSG00000150093	ITGB1	-0.04	-0.09	-0.18	-0.62	-0.71	-0.62	-0.56	0	0.01	0.02	-0.17	-0.28	-0.32	-0.34
ENSG00000150995	ITPR1	0.04	0.07	0.15	0.23	0.24	-0.19	-0.45	-0.06	-0.13	-0.25	0.11	-0.07	-0.3	-0.48
ENSG00000153187	HNRNPU	-0.05	-0.1	-0.2	-0.5	-0.31	-0.03	0.19	-0.01	-0.03	-0.06	-0.4	-0.14	0.04	0.17
ENSG00000154473	BUB3	0.07	0.13	0.27	-0.18	-0.13	-0.14	-0.14	0.02	0.03	0.06	0.12	0.18	-0.01	-0.18
ENSG00000154719	MRPL39	0.04	0.08	0.16	0.39	0.09	0.16	0.17	-0.03	-0.06	-0.12	-0.24	-0.12	-0.06	-0.01
ENSG00000155506	LARP1	-0.04	-0.08	-0.17	-0.43	-0.21	-0.06	0.06	-0.12	-0.24	-0.49	0	-0.01	-0.08	-0.14
ENSG00000156026	MCU	0.15	0.3	0.61	0.33	-0.05	0.21	0.32	-0.18	-0.36	-0.72	-0.85	-0.47	-0.42	-0.42
ENSG00000156467	UQCRB	-0.1	-0.19	-0.37	-0.84	-0.43	-0.13	0.09	0.06	0.13	0.26	0.03	-0.01	0.06	0.12
ENSG00000158941	KIAA1967	-0.03	-0.06	-0.11	-0.18	-0.25	-0.22	-0.21	-0.09	-0.19	-0.38	-0.46	-0.35	-0.34	-0.33
ENSG00000159131	GART	0.01	0.02	0.05	0.13	0.13	0.25	0.3	-0.06	-0.11	-0.22	-0.52	-0.19	-0.01	0.11
ENSG00000159352	PSMD4	0.01	0.02	0.04	-0.14	-0.04	0.01	0.05	0	0	-0.01	0.03	-0.05	-0.04	-0.02
ENSG00000160200	CBS	0.04	0.07	0.14	0.41	0.31	0.05	-0.17	-0.1	-0.2	-0.4	0.2	0	-0.25	-0.44
ENSG00000160201	U2AF1	0.08	0.17	0.33	0.33	-0.07	-0.09	-0.06	-0.01	-0.02	-0.05	-0.34	-0.17	-0.18	-0.2
ENSG00000160211	G6PD	-0.07	-0.14	-0.29	-0.46	-0.46	-0.56	-0.64	-0.15	-0.3	-0.6	-0.41	-0.15	0.14	0.36
ENSG00000160808	MYL3	-0.02	-0.04	-0.07	-0.41	-0.14	-0.11	-0.1	0.03	0.05	0.11	0.05	0.09	0	-0.08
ENSG00000161057	PSMC2	0.02	0.04	0.08	0.35	0.33	0.23	0.14	-0.1	-0.2	-0.39	0	-0.12	-0.22	-0.29
ENSG00000161533	ACOX1	-0.13	-0.26	-0.51	-0.83	-0.44	-0.09	0.17	0.03	0.06	0.13	-0.33	-0.29	-0.05	0.14
ENSG00000161970	RPL26	0.03	0.06	0.13	-0.07	-0.13	0.06	0.17	0.01	0.02	0.03	-0.11	-0.01	0.04	0.07
ENSG00000162244	RPL29	-0.01	-0.02	-0.05	-0.36	-0.27	-0.1	0.03	0	0	0.01	0.07	0.05	0.11	0.15
ENSG00000162368	CMPK1	-0.01	-0.03	-0.06	-0.38	0.02	0.09	0.13	-0.09	-0.19	-0.38	0.04	0.03	-0.08	-0.17
ENSG00000162521	RBBP4	0	-0.01	-0.03	-0.41	-0.22	-0.09	0.01	-0.12	-0.25	-0.5	-0.34	-0.53	-0.27	-0.07
ENSG00000163382	APOA1BP	-0.06	-0.13	-0.25	-0.48	-0.22	0.02	0.21	0	0	0	-0.08	-0.02	0.21	0.4
ENSG00000163399	ATP1A1	-0.06	-0.13	-0.25	-0.37	-0.23	-0.14	-0.08	-0.11	-0.23	-0.46	-0.22	-0.06	0	0.02
ENSG00000163466	ARPC2	0.04	0.08	0.15	-0.2	-0.03	-0.03	0	-0.04	-0.07	-0.15	0.18	0	-0.13	-0.23
ENSG00000163636	PSMD6	0.04	0.08	0.15	0.23	0.12	0.12	0.11	-0.09	-0.19	-0.37	0.03	0.03	-0.06	-0.09
ENSG00000163931	TKT	0.02	0.04	0.09	-0.04	-0.05	0.08	0.19	-0.11	-0.23	-0.46	-0.28	-0.26	-0.19	-0.14
ENSG00000164346	NSA2	0.01	0.02	0.05	-0.37	-0.08	0.17	0.35	-0.04	-0.08	-0.16	0.23	0.27	0.25	0.24
ENSG00000164828	UNC84A	-0.15	-0.3	-0.61	-0.6	-0.21	-0.29	-0.28	0.11	0.21	0.42	0.14	0.01	0.18	0.35
ENSG00000164916	FOXK1	0.07	0.15	0.3	-0.1	0.16	0.21	0.22	-0.23	-0.46	-0.92	-0.4	-0.45	-0.55	-0.63
ENSG00000164985	PSIP1	0	-0.01	-0.02	-0.04	-0.15	-0.07	0.01	0.02	0.04	0.08	-0.08	0.13	0.19	0.25
ENSG00000165119	HNRNPK	0	0	0.01	-0.36	-0.21	-0.08	0	-0.14	-0.27	-0.55	-0.34	-0.44	-0.35	-0.27
ENSG00000165271	NOL6	-0.02	-0.04	-0.07	-0.11	-0.03	0.02	0.05	-0.12	-0.23	-0.46	-0.06	-0.44	-0.39	-0.41
ENSG00000165609	NUDT5	-0.05	-0.1	-0.19	-0.29	-0.11	-0.06	-0.04	-0.07	-0.15	-0.29	0.25	0.13	0.05	0
ENSG00000165629	ATP5C1	0	0.01	0.01	-0.24	-0.27	-0.16	-0.08	-0.24	-0.49	-0.99	-0.54	-0.66	-0.44	-0.25
ENSG00000165688	PMPCA	-0.09	-0.18	-0.35	-0.95	-0.68	-0.37	-0.14	-0.12	-0.24	-0.49	-0.69	-0.69	-0.69	-0.69
ENSG00000165733	BMS1	0.06	0.11	0.21	0.32	0.46	0.25	0.15	0.06	0.12	0.24	0.09	0.21	0.2	0.19
ENSG00000165916	PSMC3	0.01	0.02	0.04	0.03	-0.06	-0.12	-0.18	-0.11	-0.22	-0.43	0.01	-0.08	-0.16	-0.22
ENSG00000167283	ATP5L	0.03	0.05	0.11	-0.23	-0.11	0	0.09	0.04	0.08	0.16	-0.33	-0.21	-0.16	-0.12
ENSG00000167461	RAB8A	-0.05	-0.1	-0.19	-0.68	-0.6	-0.44	-0.31	-0.09	-0.17	-0.34	-0.6	-0.55	-0.5	-0.46
ENSG00000167815	PRDX2	-0.09	-0.18	-0.37	-0.61	-0.38	-0.19	-0.04	-0.12	-0.25	-0.49	-0.06	-0.02	0.01	0.03
ENSG00000167863	ATP5H	-0.04	-0.07	-0.14	-0.43	-0.27	-0.09	0.03	0	0.01	0.01	-0.13	-0.12	-0.07	-0.04
ENSG00000168291	PDHB	0.09	0.19	0.38	0.28	-0.16	-0.16	-0.12	0.16	0.32	0.62	-0.03	0.35	0.32	0.25
ENSG00000168393	DTYMK	-0.01	-0.01	-0.02	-0.07	-0.19	-0.15	-0.13	-0.04	-0.09	-0.18	-0.42	-0.27	-0.3	-0.34
ENSG00000169045	HNRNPH1	0.01	0.03	0.07	0.12	-0.04	-0.15	-0.23	-0.01	-0.01	-0.01	-0.17	-0.12	-0.34	-0.53
ENSG00000169100	SLC25A6	0	-0.01	-0.03	-0.02	0.12	0.2	0.25	-0.01	-0.02	-0.03	0.04	0.1	0.16	0.21
ENSG00000169627	BOLA2	-0.05	-0.1	-0.2	-0.37	0.15	0.36	0.53	0.06	0.13	0.27	0.37	0.31	0.38	0.45
ENSG00000169727	GPS1	-0.1	-0.21	-0.42	-0.37	-0.36	-0.34	-0.32	-0.1	-0.21	-0.42	-0.29	-0.24	-0.21	-0.18
ENSG00000169764	UGP2	0.02	0.04	0.09	0.27	0.08	-0.13	-0.3	0.09	0.19	0.38	0.25	0.17	0.04	-0.07
ENSG00000170027	YWHAG	0	0	-0.01	0.17	-0.03	-0.07	-0.09	0.02	0.03	0.05	-0.32	-0.28	-0.23	-0.19
ENSG00000170144	HNRNPA3	0.01	0.01	0.03	0.2	0.04	-0.01	-0.04	0.02	0.04	0.08	-0.08	0.05	0.02	-0.02
ENSG00000170445	HARS	0	-0.01	-0.02	-0.09	-0.14	-0.11	-0.09	-0.15	-0.3	-0.61	-0.54	-0.49	-0.44	-0.39
ENSG00000170759	KIF5B	0	0	0.01	-0.25	-0.24	-0.26	-0.28	0.09	0.19	0.37	-0.03	-0.04	-0.15	-0.25
ENSG00000170876	TMEM43	-0.04	-0.09	-0.18	-0.38	0.05	0.19	0.26	-0.06	-0.13	-0.26	0.11	0.12	0.11	0.1
ENSG00000170889	RPS9	0	-0.01	-0.03	-0.15	-0.1	0.03	0.13	-0.01	-0.02	-0.03	0.13	0.16	0.13	0.1
ENSG00000171490	RSL1D1	-0.01	-0.02	-0.04	0.38	0.45	0.27	0.17	-0.01	-0.01	-0.02	0.25	0.2	0.19	0.19
ENSG00000171497	PPID	0.01	0.03	0.08	-0.16	0.12	0.18	0.21	-0.05	-0.1	-0.2	0.22	0.07	-0.04	-0.12
ENSG00000171530	TBCA	0.06	0.12	0.24	-0.33	-0.12	0.08	0.23	0	-0.01	-0.03	-0.26	-0.1	-0.12	-0.15
ENSG00000171858	RPS21	-0.02	-0.03	-0.06	-0.15	0.14	-0.23	-0.41	0.03	0.05	0.1	0.07	0.13	0.13	0.13
ENSG00000171863	RPS7	0	0	0.01	-0.15	-0.05	0.02	0.08	-0.04	-0.08	-0.15	-0.11	-0.14	-0.13	-0.13
ENSG00000172053	QARS	-0.04	-0.08	-0.17	-0.29	-0.15	0.07	0.25	-0.06	-0.12	-0.24	-0.19	-0.07	0.12	0.27
ENSG00000172115	CYCS	0.12	0.25	0.5	0.22	0.14	0.18	0.2	-0.07	-0.15	-0.3	-0.06	-0.04	-0.06	-0.06
ENSG00000172270	BSG	0	-0.01	-0.02	-0.4	-0.19	-0.02	0.11	-0.12	-0.23	-0.47	-0.15	-0.15	-0.1	-0.07
ENSG00000172531	PPP1CA	0.01	0.01	0.03	-0.45	-0.36	-0.26	-0.19	-0.21	-0.41	-0.82	-0.5	-0.43	-0.48	-0.53
ENSG00000172809	RPL38	-0.02	-0.03	-0.06	-0.29	-0.21	-0.09	0.01	0.03	0.06	0.11	-0.11	-0.12	-0.09	-0.06
ENSG00000173457	PPP1R14B	-0.06	-0.12	-0.24	-0.47	-0.06	-0.06	-0.09	-0.04	-0.07	-0.15	0.29	0.13	0.03	-0.03
ENSG00000173465	SSSCA1	-0.09	-0.19	-0.38	-0.1	0.04	-0.12	-0.2	0	0	0.01	0.31	0.14	0.03	-0.06
ENSG00000173674	EIF1AX	0	0	0.01	-0.03	-0.06	0.05	0.15	0.01	0.02	0.04	-0.14	-0.03	0.02	0.07
ENSG00000173692	PSMD1	-0.04	-0.08	-0.15	-0.24	-0.3	-0.16	-0.03	-0.01	-0.03	-0.06	-0.48	-0.26	-0.11	0
ENSG00000174437	ATP2A2	0.11	0.21	0.43	0.03	0.13	0.05	-0.02	0	0	0	-0.18	-0.32	-0.45	-0.55
ENSG00000174607	UGT8	-0.14	-0.28	-0.57	-0.65	-0.5	-0.23	0	-0.14	-0.28	-0.55	-0.69	-0.48	-0.26	-0.08
ENSG00000174748	RPL15	-0.02	-0.03	-0.06	-0.08	0.06	0.06	0.09	-0.07	-0.14	-0.28	0.02	-0.01	-0.01	0
ENSG00000175166	PSMD2	0	0	0.01	0	-0.17	-0.14	-0.14	-0.04	-0.09	-0.18	-0.33	-0.25	-0.25	-0.26
ENSG00000175416	CLTB	-0.13	-0.25	-0.5	-0.35	-0.51	-0.67	-0.8	-0.07	-0.14	-0.27	-0.43	-0.37	-0.32	-0.29
ENSG00000175792	RUVBL1	0.11	0.22	0.44	0.1	-0.1	0.03	0.13	-0.25	-0.49	-0.99	-0.64	-0.52	-0.43	-0.34
ENSG00000175793	SFN	-0.02	-0.03	-0.05	0.06	0.18	0.38	0.53	0.04	0.08	0.17	0.48	0.55	0.64	0.71
ENSG00000176393	RNPEP	0.01	0.02	0.04	-0.24	-0.23	-0.01	0.16	-0.1	-0.21	-0.42	-0.56	-0.47	-0.24	-0.07
ENSG00000176986	SEC24C	-0.02	-0.04	-0.08	0.12	0.14	-0.04	-0.2	0	0	0	0.24	0.2	-0.02	-0.17
ENSG00000177600	RPLP2	-0.03	-0.06	-0.13	-0.09	-0.09	0.04	0.08	0	0	-0.01	-0.09	0.03	0.12	0.18
ENSG00000177885	GRB2	0.04	0.07	0.14	-0.01	-0.1	-0.1	-0.1	-0.16	-0.31	-0.63	-0.23	-0.28	-0.3	-0.31
ENSG00000177954	RPS27	-0.03	-0.06	-0.11	0.02	0.1	0.15	0.18	0.03	0.06	0.12	0.24	0.16	0.16	0.16
ENSG00000178952	TUFM	-0.05	-0.09	-0.19	-0.33	-0.31	-0.19	-0.09	-0.07	-0.13	-0.26	-0.19	-0.22	-0.21	-0.2
ENSG00000179091	CYC1	0.01	0.01	0.01	-0.39	-0.4	-0.23	-0.12	-0.13	-0.27	-0.54	-0.26	-0.24	-0.21	-0.18
ENSG00000179115	FARSA	-0.01	-0.03	-0.06	0.31	0.23	0.02	-0.14	-0.07	-0.14	-0.27	0.13	0.09	0	-0.07
ENSG00000179218	CALR	0.19	0.39	0.77	1.3	1.37	1.03	0.73	0.18	0.35	0.7	1.37	1.11	0.67	0.32
ENSG00000179950	PUF60	-0.05	-0.1	-0.2	0.27	0.27	-0.11	-0.25	-0.04	-0.08	-0.15	-0.08	-0.04	-0.06	-0.08
ENSG00000180900	SCRIB	-0.07	-0.14	-0.27	-0.34	-0.23	-0.15	-0.1	-0.11	-0.22	-0.43	-0.2	-0.12	-0.19	-0.24
ENSG00000180957	PITPNB	0.08	0.17	0.34	0.15	0.15	0.1	0.06	-0.01	-0.01	-0.01	0	0.06	0.08	0.09
ENSG00000180992	MRPL14	-0.05	-0.1	-0.2	-0.46	-0.4	-0.22	-0.07	0.02	0.04	0.08	-0.25	-0.2	-0.1	-0.02
ENSG00000181163	NPM1	0.04	0.08	0.16	-0.05	0.04	0.09	0.13	-0.03	-0.06	-0.12	0	-0.03	-0.05	-0.07
ENSG00000182307	C8orf33	0.04	0.07	0.15	-0.3	-0.12	-0.07	-0.03	-0.22	-0.45	-0.9	-0.47	-0.63	-0.64	-0.64
ENSG00000183207	RUVBL2	-0.08	-0.16	-0.32	-0.22	-0.33	-0.3	-0.28	-0.25	-0.49	-0.97	-0.65	-0.64	-0.63	-0.62
ENSG00000183431	SF3A3	0.03	0.05	0.11	0.15	0.11	0.07	0.05	-0.01	-0.02	-0.05	0	-0.05	-0.05	-0.06
ENSG00000185608	MRPL40	-0.12	-0.24	-0.49	-0.59	-0.38	-0.2	-0.08	-0.09	-0.19	-0.38	-0.08	-0.16	-0.18	-0.19
ENSG00000185651	UBE2L3	-0.06	-0.13	-0.26	-0.82	-0.52	-0.23	-0.01	-0.12	-0.23	-0.47	-0.58	-0.44	-0.34	-0.27
ENSG00000185896	LAMP1	0.04	0.08	0.17	0.1	0.23	0.2	0.19	0.03	0.06	0.13	0.22	0.13	0.07	0.03
ENSG00000186298	PPP1CC	0.01	0.02	0.05	-0.18	-0.07	0.04	0.13	-0.09	-0.18	-0.35	-0.35	-0.11	0.01	0.13
ENSG00000186468	RPS23	-0.02	-0.04	-0.09	0.01	0.02	0.02	0.02	-0.01	-0.03	-0.06	0.03	0.05	0.06	0.06
ENSG00000187514	PTMA	-0.06	-0.12	-0.24	-0.59	-0.59	-0.25	-0.12	0.03	0.06	0.12	-0.34	-0.28	-0.21	-0.16
ENSG00000188021	UBQLN2	-0.04	-0.08	-0.16	-0.02	-0.1	-0.08	-0.06	-0.02	-0.05	-0.1	-0.4	-0.21	-0.05	0.07
ENSG00000188643	S100A16	-0.03	-0.06	-0.11	-0.32	-0.19	-0.08	0	-0.06	-0.13	-0.27	-0.11	0.02	0.06	0.08
ENSG00000188846	RPL14	-0.02	-0.04	-0.08	-0.34	-0.15	-0.01	0.09	0.01	0.03	0.06	0.08	-0.12	-0.07	-0.01
ENSG00000189306	RRP7A	0.01	0.02	0.04	-0.18	-0.17	0	0.14	-0.11	-0.22	-0.44	-0.05	-0.06	-0.06	-0.05
ENSG00000196262	PPIA	-0.04	-0.07	-0.15	-0.6	-0.51	-0.47	-0.45	-0.11	-0.21	-0.42	-0.59	-0.48	-0.44	-0.42
ENSG00000196531	NACA	-0.02	-0.04	-0.07	-0.54	-0.16	0.02	0.13	0.03	0.06	0.13	0.17	0.09	0.14	0.16
ENSG00000196924	FLNA	-0.11	-0.21	-0.42	-1.14	-0.98	-0.86	-0.78	-0.17	-0.33	-0.65	-0.8	-0.8	-0.99	-1.07
ENSG00000197498	RPF2	0.04	0.08	0.16	-0.18	-0.13	-0.03	0.06	-0.03	-0.07	-0.15	0.22	0.08	-0.06	-0.17
ENSG00000197956	S100A6	-0.01	-0.03	-0.05	-0.47	-0.34	-0.13	0.03	0	-0.01	-0.01	-0.15	-0.26	-0.12	0
ENSG00000197958	RPL12	0.03	0.07	0.15	-0.11	0.12	0.17	0.19	0.02	0.04	0.09	0.45	0.18	0.15	0.15
ENSG00000198034	RPS4X	0.04	0.09	0.17	-0.09	0.13	0.25	0.32	0.08	0.16	0.32	0.3	0.29	0.41	0.51
ENSG00000198492	YTHDF2	0.1	0.2	0.41	0.38	0.06	0	-0.02	0.11	0.22	0.44	0.15	0.08	0.05	0.03
ENSG00000198612	COPS8	0.06	0.12	0.24	0.01	-0.06	-0.06	-0.06	-0.16	-0.33	-0.67	-0.1	-0.31	-0.27	-0.22
ENSG00000198755	RPL10A	-0.03	-0.05	-0.09	-0.56	-0.31	-0.15	-0.05	-0.02	-0.03	-0.07	-0.01	-0.17	-0.03	0.06
ENSG00000198898	CAPZA2	-0.08	-0.16	-0.31	-0.86	-0.66	-0.5	-0.38	-0.04	-0.09	-0.17	-0.31	-0.28	-0.23	-0.19
ENSG00000198900	TOP1	0.04	0.09	0.18	0.54	0.32	0.15	0.01	0.07	0.14	0.29	0.07	0.21	0.22	0.22
ENSG00000203667	COX20	-0.05	-0.11	-0.22	-0.58	-0.33	-0.24	-0.2	-0.03	-0.05	-0.1	0.01	-0.07	-0.17	-0.25
ENSG00000204628	GNB2L1	0.05	0.1	0.21	0.24	0.17	0.18	0.2	-0.1	-0.21	-0.42	0.1	-0.02	0.04	0.11
ENSG00000205339	IPO7	-0.1	-0.2	-0.41	-0.47	-0.32	-0.24	-0.19	0.12	0.24	0.49	0.06	0.19	0.46	0.67
ENSG00000211456	SACM1L	0.16	0.32	0.64	0.3	0.4	0.43	0.45	-0.08	-0.15	-0.31	0.04	0.02	0.11	0.19
ENSG00000213639	PPP1CB	-0.04	-0.08	-0.15	-0.47	-0.31	-0.08	0.11	0.01	0.02	0.04	-0.34	-0.18	-0.06	0.03
ENSG00000213741	RPS29	-0.04	-0.08	-0.17	-0.36	-0.27	-0.18	-0.1	0.03	0.07	0.15	0	-0.04	0.04	0.08
ENSG00000233927	RPS28	-0.04	-0.07	-0.15	-0.46	-0.33	-0.21	-0.12	0.1	0.2	0.39	0.21	0.2	0.29	0.37
ENSG00000240972	MIF	-0.05	-0.1	-0.19	-0.33	-0.25	-0.19	-0.14	0.03	0.06	0.12	-0.07	-0.13	-0.08	-0.03
ENSG00000241343	RPL36A	0	0.01	0.02	-0.14	0.06	0.1	0.16	-0.01	-0.01	-0.02	-0.06	-0.02	0	0.01
ENSG00000241837	ATP5O	0.02	0.04	0.09	0.08	0.06	0.12	0.16	0.02	0.05	0.11	0.12	0.08	0.06	0.05
ENSG00000242372	EIF6	-0.08	-0.16	-0.32	-0.18	-0.19	-0.22	-0.25	-0.04	-0.08	-0.15	-0.13	-0.21	-0.19	-0.16
ENSG00000242485	MRPL20	-0.02	-0.05	-0.1	-0.64	-0.45	-0.24	-0.08	-0.05	-0.1	-0.19	-0.34	-0.25	-0.15	-0.07
ENSG00000249915	PDCD6	-0.01	-0.02	-0.04	-0.09	0.04	0.06	0.06	-0.04	-0.08	-0.17	-0.02	-0.02	-0.01	-0.01
ENSG00000257727	CNPY2	-0.01	-0.01	-0.03	-0.13	0.16	0.41	0.59	-0.05	-0.11	-0.21	0.13	0.16	0.28	0.39
