Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000158864	NDUFS2	-0.07	-0.14	-0.29	0.08	-0.53	0	0.23	0.28	0.56	1.11	0.24	-0.03	0.42	0.65
ENSG00000160789	LMNA	-0.1	-0.21	-0.41	-1.4	-0.8	-0.38	-0.07	0.1	0.2	0.4	0.32	0.05	-0.25	-0.46
ENSG00000161547	SRSF2	0.49	0.98	1.96	1.7	1.56	1.5	1.47	-0.06	-0.13	-0.28	-0.29	-0.38	-0.54	-0.66
ENSG00000162222	TTC9C	0.29	0.58	1.16	-0.87	-0.7	-0.22	0.14	0.18	0.35	0.71	0.6	-0.18	-0.59	-0.85
ENSG00000163682	RPL9	0.01	0.01	0.03	0.18	0.12	0.07	0.04	-0.01	-0.02	-0.03	-0.2	0.21	0.18	0.12
ENSG00000164051	CCDC51	-0.14	-0.29	-0.57	-0.25	-0.46	0.29	0.72	-0.14	-0.29	-0.56	-0.04	-0.31	-0.34	-0.33
ENSG00000164104	HMGB2	-0.05	-0.09	-0.19	-0.06	-0.38	-0.85	-1.21	0	0.01	0.02	-0.56	-0.92	-1.13	-1.28
ENSG00000164548	TRA2A	0.05	0.1	0.2	0.61	0.6	0.38	0.24	0.02	0.04	0.07	0.48	-0.7	-0.49	-0.53
ENSG00000164754	RAD21	0.12	0.24	0.48	0.62	0.5	0.43	0.38	0.09	0.18	0.37	0.17	-0.39	-0.74	-0.98
ENSG00000165704	HPRT1	0.01	0.03	0.06	0.08	-0.04	-0.12	-0.17	0.01	0.01	0.02	-0.45	-0.45	-0.47	-0.49
ENSG00000165912	PACSIN3	0.18	0.36	0.71	0.76	0.55	0.46	0.42	0.11	0.22	0.45	0.14	-1.25	-0.31	0.07
ENSG00000166197	NOLC1	-0.1	-0.19	-0.38	-0.09	-0.37	-0.35	-0.3	0.07	0.14	0.28	0.73	0.34	-0.08	-0.39
ENSG00000166508	MCM7	-0.08	-0.16	-0.32	-0.4	-0.37	-0.35	-0.33	-0.03	-0.05	-0.1	-0.31	-0.07	-0.28	-0.37
ENSG00000166582	CENPV	0.17	0.34	0.67	0.35	-0.96	-1.24	-1.41	0.15	0.3	0.58	0.78	-0.23	-0.36	-0.43
ENSG00000169288	MRPL1	0.04	0.08	0.17	0.03	0.37	0.68	0.91	0.05	0.1	0.2	0.29	0.16	0.04	-0.06
ENSG00000169446	MMGT1	-0.03	-0.05	-0.1	-2.09	-1.2	-0.53	-0.04	0.11	0.22	0.44	0.84	0.05	-0.15	-0.39
ENSG00000169641	LUZP1	0.27	0.54	1.04	0.66	0.59	0.42	0.27	-0.08	-0.16	-0.31	-1.04	-1.57	-1.87	-2.09
ENSG00000170266	GLB1	-0.04	-0.07	-0.13	-1.61	-1.13	-0.99	-0.92	-0.17	-0.34	-0.68	-1.21	-1.45	-1.71	-1.9
ENSG00000171262	FAM98B	0.27	0.54	1.07	0.48	0.33	0.08	-0.1	-0.05	-0.1	-0.2	-0.53	-0.53	-0.53	-0.53
ENSG00000171793	CTPS	0	0	0	-0.12	0.07	-0.02	-0.12	-0.03	-0.05	-0.1	-0.29	-0.22	-0.15	-0.11
ENSG00000173660	UQCRH	-0.4	-0.8	-1.59	-1.56	-1.56	-1.17	-0.84	-0.11	-0.22	-0.44	-0.93	-0.99	-0.96	-0.93
ENSG00000173786	CNP	0.05	0.1	0.18	-0.01	-0.16	0.09	0.33	0.09	0.19	0.37	-0.16	-0.18	-0.07	0.02
ENSG00000174173	RG9MTD1	0.01	0.03	0.06	0.34	-0.1	-0.06	-0.05	-0.09	-0.17	-0.34	0.3	-0.09	-0.25	-0.34
ENSG00000174238	PITPNA	0.12	0.24	0.47	-1.26	-0.64	-0.3	-0.09	0.09	0.17	0.34	0.87	-0.29	0.24	0.65
ENSG00000175183	CSRP2	-0.12	-0.23	-0.45	-0.46	-0.98	-1.37	-1.65	0.01	0.03	0.05	-0.21	-0.68	-1.26	-1.7
ENSG00000175334	BANF1	0.07	0.14	0.28	0.27	0.27	0.18	0.11	0.1	0.2	0.41	0.46	0.42	0.29	0.2
ENSG00000176788	BASP1	0	0	0.01	0.11	0.07	0.14	0.22	0	0	0.02	0.27	-0.09	-0.05	-0.02
ENSG00000176974	SHMT1	-0.02	-0.03	-0.06	0.49	0.31	-0.11	-0.46	-0.18	-0.36	-0.71	-1.49	-1.14	-0.93	-0.78
ENSG00000177889	UBE2N	-0.13	-0.26	-0.52	-0.25	-0.41	-0.49	-0.56	0.03	0.06	0.13	-0.5	-0.61	-0.64	-0.66
ENSG00000178921	PFAS	0.01	0.01	0.01	-0.23	-0.27	-0.45	-0.59	-0.04	-0.08	-0.15	-0.71	-0.75	-0.68	-0.63
ENSG00000181061	HIGD1A	0.2	0.4	0.79	-0.94	0.79	-0.55	-1.34	0.18	0.37	0.73	2.22	2.33	1.46	0.78
ENSG00000182611	HIST2H2AA3	-0.03	-0.06	-0.11	0.16	0.3	0.44	0.55	0.21	0.42	0.85	0.99	1.04	0.9	0.79
ENSG00000184009	ACTG1	0.04	0.07	0.14	0.31	0.06	-0.05	-0.15	0.09	0.19	0.37	0.49	0.3	0.26	0.23
ENSG00000185238	PRMT3	-0.02	-0.05	-0.12	0.28	-0.32	-0.1	0.06	0.3	0.59	1.19	-0.51	-0.42	-0.34	-0.28
ENSG00000189091	SF3B3	0.09	0.18	0.36	-0.05	-0.11	-0.36	-0.58	-0.08	-0.17	-0.35	-0.39	-0.56	-0.94	-1.19
ENSG00000197713	RPE	-0.07	-0.14	-0.26	-0.92	-0.59	-0.25	-0.01	0.03	0.07	0.13	-0.67	-0.64	-0.13	0.27
ENSG00000205531	NAP1L4	-0.1	-0.19	-0.38	-0.74	-0.4	-0.3	-0.25	-0.01	-0.02	-0.05	-0.38	-0.28	-0.24	-0.22
ENSG00000205542	TMSB4X	-0.03	-0.06	-0.12	-0.07	-0.01	0.05	0.1	-0.11	-0.22	-0.44	-0.52	-0.66	-0.73	-0.77
ENSG00000213079	SCAF8	-0.24	-0.47	-0.91	0.39	-0.02	0.12	0.29	-0.25	-0.51	-1.02	-0.72	-0.78	-0.74	-0.71
ENSG00000213145	CRIP1	0.06	0.12	0.24	-0.81	-1.04	-1.55	-1.97	-0.09	-0.18	-0.36	-0.36	-0.4	-0.35	-0.31
ENSG00000239306	RBM14	-0.02	-0.04	-0.09	-0.02	0.01	-0.14	-0.27	0.02	0.04	0.08	0.08	-0.16	-0.37	-0.52
ENSG00000247596	TWF2	0	0	0.01	-1.11	-1.1	-1.06	-1.02	-0.14	-0.27	-0.54	-0.67	-0.84	-0.61	-0.4
ENSG00000253729	PRKDC	0.03	0.07	0.13	0.27	0.29	0.5	0.67	0.01	0.03	0.06	0.31	0.35	0.28	0.22
ENSG00000259494	MRPL46	-0.05	-0.1	-0.21	0.16	-0.32	-0.22	-0.08	0.14	0.29	0.58	-0.11	-0.13	-0.19	-0.24
ENSG00000006451	RALA	0.02	0.05	0.11	-0.27	-0.36	0.21	0.7	-0.05	-0.11	-0.22	0.36	-0.36	-0.98	-1.45
ENSG00000021776	AQR	-0.2	-0.4	-0.8	-0.19	-0.15	-0.13	-0.14	-0.01	-0.02	-0.04	-1.36	-0.68	-0.76	-0.87
ENSG00000029725	RABEP1	-0.16	-0.32	-0.63	0.63	0.23	0.36	0.54	0.35	0.69	1.37	0.17	0.71	1.18	1.52
ENSG00000041357	PSMA4	0	0	-0.01	0.01	-0.12	-0.28	-0.41	-0.07	-0.15	-0.3	-0.3	-0.47	-0.46	-0.43
ENSG00000049449	RCN1	-0.1	-0.2	-0.41	-0.66	0.13	0.67	1.04	0.04	0.09	0.17	0.34	0.5	0.68	0.82
ENSG00000065183	WDR3	0.14	0.28	0.56	0.61	0.31	0.69	1.05	-0.13	-0.26	-0.52	0.97	0.88	0.34	-0.07
ENSG00000065268	WDR18	-0.06	-0.12	-0.24	1.12	1.12	1.16	1.19	-0.03	-0.07	-0.13	-0.16	-0.1	-0.22	-0.33
ENSG00000066926	FECH	0.11	0.23	0.45	0.84	-0.1	1.08	1.66	-0.05	-0.09	-0.19	-0.61	-0.21	-0.87	-1.22
ENSG00000067369	TP53BP1	-0.59	-1.18	-2.35	-0.46	-0.69	-0.72	-0.72	0.01	0.03	0.07	-0.22	-0.12	-0.01	0.06
ENSG00000068366	ACSL4	0.14	0.28	0.57	0.36	0.64	0.87	1.04	0.17	0.34	0.67	-0.44	0.49	-0.01	-0.53
ENSG00000072274	TFRC	0.01	0.03	0.06	0.26	0.35	0.75	1.05	0	0	0	0.31	0.22	0.18	0.16
ENSG00000072506	HSD17B10	0.04	0.09	0.18	0.22	0.57	0.89	1.13	0	0	0.01	0.82	0.66	0.51	0.4
ENSG00000074201	CLNS1A	-0.03	-0.05	-0.11	0.04	0.05	-0.07	-0.14	-0.27	-0.54	-1.09	-0.19	-0.27	-0.26	-0.25
ENSG00000074696	PTPLAD1	-0.21	-0.43	-0.86	0.02	0.36	0.49	0.62	0.01	0.03	0.05	0.52	0.26	-0.13	-0.42
ENSG00000075415	SLC25A3	0.05	0.11	0.21	0.83	0.93	1.12	1.28	-0.04	-0.08	-0.15	0.71	0.64	0.52	0.42
ENSG00000078668	VDAC3	0.12	0.23	0.44	0.76	0.46	0.79	1.09	0.01	0.02	0.05	0.47	0.55	0.37	0.21
ENSG00000080824	HSP90AA1	-0.01	-0.02	-0.05	0.03	-0.04	-0.1	-0.15	0.01	0.01	0.02	0.09	0.02	0.09	0.15
ENSG00000084073	ZMPSTE24	0.26	0.53	1.07	0.86	1.55	2.41	3.05	-0.18	-0.36	-0.73	-1.35	-1.34	-1.68	-1.86
ENSG00000086200	IPO11	-0.41	-0.82	-1.64	0.16	0.17	0.11	0.1	-0.14	-0.27	-0.54	-1.74	-1.51	-1.86	-2.18
ENSG00000099624	ATP5D	0.17	0.34	0.7	0.36	0.54	0.62	0.67	0.02	0.03	0.06	1.02	0.87	0.7	0.57
ENSG00000100216	TOMM22	-0.01	-0.02	-0.07	-0.09	0.97	0.97	0.86	0.12	0.23	0.45	0.52	-0.2	-1	-1.61
ENSG00000100591	AHSA1	0.05	0.11	0.21	0.02	0.06	0.01	-0.03	-0.04	-0.09	-0.18	-0.4	-0.55	-0.53	-0.5
ENSG00000100650	SRSF5	0	0	0	1.88	1.96	2.19	2.37	-0.14	-0.29	-0.6	0.57	0.49	-0.16	-0.57
ENSG00000100749	VRK1	-0.18	-0.36	-0.71	-0.23	-1.21	-1.29	-1.26	0.22	0.44	0.85	-0.12	0.28	0.28	0.28
ENSG00000101161	PRPF6	-0.23	-0.46	-0.91	0.38	0.3	0.49	0.67	0.07	0.13	0.26	0.15	0.66	0.57	0.59
ENSG00000103769	RAB11B	0.28	0.57	1.14	1.24	1.37	1.46	1.52	0	-0.01	-0.02	0.68	0.46	0.4	0.37
ENSG00000104738	MCM4	-0.06	-0.11	-0.22	0	-0.14	-0.19	-0.22	-0.1	-0.19	-0.39	-0.91	-0.41	-0.53	-0.69
ENSG00000104980	TIMM44	-0.17	-0.35	-0.68	-0.11	0.04	0.42	0.73	0.01	0.02	0.04	0.12	0.46	0.31	0.15
ENSG00000105968	H2AFZ	-0.02	-0.03	-0.05	0.3	0.55	0.77	0.94	0.2	0.41	0.83	1.34	1.1	0.79	0.57
ENSG00000107819	SFXN3	-0.19	-0.38	-0.76	0.03	0.03	0.25	0.41	-0.09	-0.18	-0.35	0.14	0.02	-0.2	-0.36
ENSG00000108107	RPL28	0.06	0.11	0.22	0.28	0.32	0.48	0.6	0.18	0.36	0.73	1.01	0.99	0.94	0.91
ENSG00000108592	FTSJ3	-0.33	-0.66	-1.32	0.12	0	0.14	0.27	0.02	0.05	0.1	0.66	0.38	0.17	0.02
ENSG00000108826	MRPL27	-0.21	-0.41	-0.8	-1.49	-1.08	-0.56	-0.15	-0.4	-0.79	-1.58	-0.09	-0.52	-1.08	-1.52
ENSG00000109475	RPL34	0.16	0.33	0.66	1.25	1.19	1.28	1.35	0.13	0.26	0.52	1.13	1.21	1.29	1.34
ENSG00000109519	GRPEL1	0.14	0.29	0.6	0.59	0.43	0.28	0.17	0.06	0.12	0.24	0.54	1.11	1.05	0.95
ENSG00000109854	HTATIP2	-0.15	-0.29	-0.59	0.26	0.17	0.18	0.21	0.14	0.27	0.54	-0.43	-0.03	0	-0.03
ENSG00000110274	CEP164	-0.14	-0.28	-0.56	-0.6	0.06	1.19	1.98	-0.3	-0.6	-1.2	-0.95	-0.35	-0.06	0.21
ENSG00000110536	PTPMT1	-0.15	-0.3	-0.6	-0.08	-0.04	0.26	0.51	0.15	0.3	0.58	0.33	0.66	0.18	-0.27
ENSG00000111711	GOLT1B	-0.05	-0.1	-0.21	0.44	0.39	0.87	1.25	0.18	0.37	0.76	1.25	1.15	1.25	1.35
ENSG00000112096	SOD2	0.07	0.14	0.27	-0.15	0.47	1.02	1.42	-0.07	-0.14	-0.28	-0.1	0.3	0.73	1.07
ENSG00000112578	BYSL	0.1	0.2	0.37	1.2	1.12	1.24	1.34	-0.22	-0.43	-0.87	0.02	0.13	-0.09	-0.3
ENSG00000116221	MRPL37	-0.23	-0.46	-0.93	-0.72	-0.26	0.38	0.86	-0.16	-0.33	-0.65	0.12	-0.88	-0.91	-1.07
ENSG00000117528	ABCD3	0.01	0.02	0.03	0.5	0.71	1.13	1.41	-0.02	-0.03	-0.07	1.04	0.88	0.69	0.55
ENSG00000119471	HSDL2	0.11	0.23	0.44	0.4	0.18	0.4	0.62	0.02	0.03	0.05	0.26	0.08	0.03	0
ENSG00000123130	ACOT9	-0.09	-0.17	-0.34	0.46	0.6	0.65	0.69	-0.09	-0.18	-0.37	-0.77	-0.73	-0.81	-0.89
ENSG00000123297	TSFM	-0.18	-0.35	-0.69	-0.15	0.6	1.02	1.29	0.21	0.41	0.83	0.74	0.58	0.28	0.04
ENSG00000124209	RAB31	-0.05	-0.1	-0.2	-0.57	-0.61	-0.43	-0.27	0.12	0.24	0.45	-0.11	-0.2	0.14	0.43
ENSG00000125166	GOT2	-0.05	-0.1	-0.19	-0.52	0.2	0.39	0.46	0.07	0.13	0.27	1.11	1.01	0.92	0.85
ENSG00000125743	SNRPD2	0.06	0.13	0.26	0.67	0.15	0.35	0.58	-0.03	-0.06	-0.11	-0.41	-0.49	-0.6	-0.67
ENSG00000125870	SNRPB2	-0.12	-0.24	-0.49	0.5	0.29	0.28	0.29	-0.04	-0.08	-0.16	0	0.27	0.21	0.13
ENSG00000125912	NCLN	-0.11	-0.22	-0.44	-0.4	-0.15	0.19	0.44	-0.32	-0.63	-1.26	-0.87	-0.38	-0.46	-0.44
ENSG00000127884	ECHS1	-0.05	-0.09	-0.16	-0.08	0.31	0.46	0.55	-0.08	-0.17	-0.33	0.74	0.65	0.35	0.16
ENSG00000128609	NDUFA5	-0.01	-0.02	-0.04	0.4	0.41	0.66	0.81	-0.05	-0.1	-0.2	-0.28	-0.23	-0.44	-0.58
ENSG00000128641	MYO1B	0.4	0.81	1.61	1.45	1.2	1.58	1.83	0.16	0.33	0.66	1.07	0.2	0.2	0.27
ENSG00000129625	REEP5	0.3	0.6	1.19	2.45	1.97	1.93	1.95	0.12	0.23	0.46	0.53	0.57	0.66	0.73
ENSG00000130204	TOMM40	0.02	0.04	0.08	0.87	1.1	1.54	1.84	0.01	0.03	0.05	1.22	0.94	0.69	0.51
ENSG00000130414	NDUFA10	0.25	0.5	0.96	0.33	0.44	0.94	1.37	-0.1	-0.21	-0.42	0.36	0.32	0.09	-0.09
ENSG00000130810	PPAN-P2RY11	-0.55	-1.11	-2.22	-1.68	-1.73	-1.88	-2	-0.07	-0.13	-0.25	-0.2	-0.62	-0.94	-1.17
ENSG00000131828	PDHA1	0.14	0.29	0.57	0.44	-0.02	0.16	0.35	-0.13	-0.27	-0.53	0.07	-0.4	-0.71	-0.93
ENSG00000132305	IMMT	-0.03	-0.07	-0.13	0.07	-0.1	0.07	0.19	0.07	0.15	0.29	0.57	0.37	0.08	-0.12
ENSG00000133119	RFC3	-0.48	-0.96	-1.93	-1.16	-0.85	-0.68	-0.55	-0.1	-0.19	-0.37	-1.5	-0.71	-1.05	-1.15
ENSG00000134108	ARL8B	0.12	0.24	0.47	-0.01	0.53	0.9	1.15	-0.18	-0.35	-0.69	-0.26	-0.09	0.1	0.26
ENSG00000135972	MRPS9	-0.14	-0.27	-0.54	0.19	0.13	0.66	1	0.34	0.68	1.36	0.24	0.59	0.83	1
ENSG00000136026	CKAP4	-0.01	-0.01	-0.02	-0.31	-0.44	-0.13	0.12	0.03	0.05	0.1	-0.26	-0.25	-0.28	-0.3
ENSG00000136810	TXN	-0.17	-0.34	-0.68	-0.31	-0.27	-0.26	-0.26	0.06	0.13	0.26	0.18	0.01	0.07	0.15
ENSG00000137133	HINT2	-0.53	-1.07	-2.14	-1.5	-1.37	-1.15	-0.98	-0.17	-0.34	-0.67	-0.39	0.03	-0.18	-0.33
ENSG00000137776	SLTM	-0.37	-0.75	-1.49	-0.06	0.45	0.69	0.85	0.05	0.1	0.2	-0.14	-0.32	-0.33	-0.36
ENSG00000139641	ESYT1	0.02	0.05	0.08	0.27	0.02	0.02	0.05	0.03	0.07	0.13	0.21	0.03	-0.12	-0.24
ENSG00000140374	ETFA	-0.03	-0.07	-0.13	-0.21	0.09	0.45	0.69	0.01	0.01	0.02	0.32	0.53	0.54	0.52
ENSG00000141456	PELP1	-0.35	-0.7	-1.37	-0.68	-0.36	-0.15	-0.01	-0.06	-0.12	-0.24	-0.06	-0.4	-0.58	-0.7
ENSG00000141499	WRAP53	0.31	0.63	1.27	0.79	1.06	1.84	2.47	-0.13	-0.26	-0.53	0.26	-0.18	-0.27	-0.3
ENSG00000143198	MGST3	-0.08	-0.17	-0.36	0.49	0.25	0.47	0.63	0.02	0.04	0.08	1.12	0.77	0.57	0.43
ENSG00000145354	CISD2	0.05	0.1	0.2	0.32	0.38	0.88	1.3	0.1	0.21	0.42	1.04	1.11	0.29	-0.38
ENSG00000145912	NHP2	-0.29	-0.58	-1.15	-1.29	-0.57	0.06	0.52	-0.16	-0.33	-0.66	-0.27	-0.51	-0.52	-0.5
ENSG00000146066	HIGD2A	0.15	0.29	0.59	0.42	0.19	0.14	0.12	0.1	0.2	0.38	0.79	0.18	0.12	0.14
ENSG00000146223	RPL7L1	-0.18	-0.36	-0.71	-0.27	-0.14	0.06	0.21	0.04	0.08	0.17	0.32	0.12	-0.13	-0.31
ENSG00000146648	EGFR	-0.3	-0.59	-1.19	-1.68	-0.8	-0.33	0.02	-0.07	-0.15	-0.29	-0.81	-0.66	-0.88	-0.99
ENSG00000146729	GBAS	-0.16	-0.32	-0.65	0.42	0.37	0.66	0.91	0.35	0.69	1.38	0.85	0.66	0.58	0.53
ENSG00000148187	MRRF	0.41	0.83	1.66	1.87	1.14	1.53	1.96	-0.11	-0.22	-0.45	-0.23	-0.71	-1.07	-1.32
ENSG00000149257	SERPINH1	-0.03	-0.05	-0.09	0.03	0.19	0.36	0.48	0.01	0.01	0.02	0.47	0.37	0.31	0.27
ENSG00000150768	DLAT	-0.09	-0.17	-0.34	0.27	-0.51	-0.07	0.37	-0.25	-0.5	-1.02	0.24	-0.63	-1.43	-2.02
ENSG00000156471	PTDSS1	0.12	0.25	0.49	0.11	0.52	0.85	1.11	-0.09	-0.19	-0.38	0.68	0.1	-0.07	-0.15
ENSG00000156482	RPL30	-0.03	-0.06	-0.11	0	-0.04	-0.17	-0.27	-0.08	-0.17	-0.34	0.62	0.63	0.63	0.63
ENSG00000158825	CDA	-0.36	-0.72	-1.43	-0.32	-0.27	-0.41	-0.55	0.02	0.04	0.08	-0.96	-0.7	-0.94	-1.17
ENSG00000159111	MRPL10	-0.38	-0.76	-1.52	-0.01	-0.06	0.12	0.21	0.17	0.33	0.65	0.3	0.04	-0.12	-0.25
ENSG00000162408	NOL9	-0.13	-0.27	-0.53	0.32	0.44	0.58	0.68	0.07	0.13	0.26	0.5	0.33	0.17	0.08
ENSG00000163541	SUCLG1	0.32	0.63	1.25	1.15	1.35	1.54	1.69	0.03	0.05	0.11	1.29	1.17	0.98	0.83
ENSG00000165264	NDUFB6	0.16	0.33	0.67	0.66	0.66	0.45	0.26	-0.35	-0.69	-1.39	-0.61	-0.28	-0.2	-0.15
ENSG00000167721	TSR1	0.36	0.72	1.38	-0.03	1.85	2.95	3.72	-0.14	-0.29	-0.58	-1	-0.93	-0.85	-0.8
ENSG00000167996	FTH1	-0.04	-0.08	-0.16	-0.13	0.61	1.18	1.61	-0.06	-0.12	-0.24	0.31	0.99	1.51	1.88
ENSG00000168028	RPSA	-0.01	-0.01	-0.02	0.02	0.06	-0.02	-0.09	-0.01	-0.02	-0.04	-0.19	-0.15	-0.09	-0.05
ENSG00000168827	GFM1	-0.03	-0.06	-0.1	0.11	0.31	0.51	0.66	0.19	0.39	0.76	0.21	0.34	-0.45	-0.91
ENSG00000172354	GNB2	0.03	0.06	0.11	0.01	0.09	0.32	0.5	-0.08	-0.15	-0.29	-0.17	-0.33	-0.43	-0.49
ENSG00000172380	GNG12	-0.11	-0.23	-0.46	-0.64	-0.08	0.48	0.91	0.06	0.13	0.26	1.09	0.64	0.69	0.77
ENSG00000173915	USMG5	0.02	0.03	0.05	-0.12	0.23	0.52	0.73	-0.28	-0.55	-1.11	0.92	0.77	0.71	0.68
ENSG00000177105	RHOG	0.28	0.56	1.11	0.8	0.71	0.6	0.52	0.13	0.25	0.51	0.91	0.77	0.56	0.4
ENSG00000177733	HNRNPA0	0.03	0.05	0.1	0.77	0.37	0.39	0.46	0.04	0.09	0.18	-0.25	0.06	-0.2	-0.4
ENSG00000179085	DPM3	0.2	0.39	0.78	0.81	0.68	0.64	0.62	-0.27	-0.55	-1.11	-0.06	-0.27	-0.29	-0.29
ENSG00000179335	CLK3	-0.23	-0.47	-0.93	-0.7	-0.43	-0.13	0.09	0.02	0.04	0.06	-0.79	0.51	-0.67	-1.22
ENSG00000182004	SNRPE	0.07	0.14	0.26	0.88	0.76	0.62	0.53	0.04	0.08	0.15	0.56	0.75	0.06	-0.33
ENSG00000184076	UQCR10	0.18	0.37	0.73	0.13	0.39	1.09	1.64	-0.06	-0.13	-0.27	0.78	0.4	0.2	0.05
ENSG00000184117	NIPSNAP1	-0.36	-0.72	-1.44	-0.55	-1.41	-1.15	-0.88	0.13	0.26	0.49	0.29	0.2	-0.17	-0.46
ENSG00000188976	NOC2L	-0.08	-0.17	-0.35	0.23	-0.02	-0.24	-0.4	0.23	0.45	0.9	0.47	0.12	0.13	0.16
ENSG00000196591	HDAC2	-0.09	-0.18	-0.38	-0.8	-0.05	0.19	0.38	-0.09	-0.19	-0.38	-0.51	-0.82	-0.7	-0.58
ENSG00000197157	SND1	-0.05	-0.11	-0.21	-0.27	-0.01	0.24	0.43	-0.04	-0.09	-0.18	-0.19	0.04	0.05	0.04
ENSG00000198042	MAK16	-0.18	-0.37	-0.75	0.24	0.03	-0.03	-0.04	0.02	0.05	0.1	0.07	0.07	-0.19	-0.37
ENSG00000198712	MT-CO2	-0.17	-0.34	-0.71	0.54	0.3	0.57	0.82	0.06	0.12	0.24	0.79	0.1	-0.16	-0.3
ENSG00000204316	MRPL38	-0.42	-0.84	-1.69	-0.77	-0.99	-0.99	-0.98	-0.1	-0.19	-0.37	-0.01	-0.5	-0.87	-1.15
ENSG00000213585	VDAC1	0	0	0	0.21	0.36	0.67	0.91	0.05	0.09	0.17	0.89	0.81	0.7	0.62
ENSG00000214026	MRPL23	-0.19	-0.39	-0.78	-0.21	-0.53	-0.61	-0.64	0.05	0.11	0.22	-0.54	-0.54	-0.78	-0.87
ENSG00000239672	NME1	-0.16	-0.33	-0.66	-0.61	-0.65	-0.88	-1.05	-0.45	-0.9	-1.79	-0.53	-1.1	-1.54	-1.87
ENSG00000241685	ARPC1A	-0.05	-0.1	-0.2	0.2	0.13	0.02	-0.07	-0.04	-0.07	-0.16	-0.53	-0.57	-0.61	-0.64
ENSG00000241945	PWP2	-0.11	-0.23	-0.46	-0.36	-0.17	0.21	0.48	-0.09	-0.17	-0.34	0.26	0.25	0.08	-0.04
ENSG00000006744	ELAC2	0.19	0.37	0.71	-0.03	-0.77	-1.33	-1.73	0	0.01	0.02	-1.33	-0.64	-0.56	-0.49
ENSG00000025772	TOMM34	-0.23	-0.48	-0.97	-0.81	-1.85	-2.93	-3.73	0.14	0.29	0.57	-1.05	-1.05	-1.01	-0.99
ENSG00000037042	TUBG1	0.18	0.37	0.74	0.89	-0.01	-0.82	-1.41	-0.02	-0.05	-0.1	-1.83	-1.21	-1.19	-1.2
ENSG00000038382	TRIO	0.28	0.56	1.12	0.52	0.77	0.9	0.97	0.01	0.02	0.05	-2.87	-2.91	-3.13	-3.32
ENSG00000065000	AP3D1	-0.09	-0.19	-0.39	-2.07	-0.58	-0.71	-0.98	-0.08	-0.16	-0.3	-1.29	-1.08	-0.93	-0.82
ENSG00000072210	ALDH3A2	0.03	0.06	0.11	0.06	0.07	0.42	0.72	-0.02	-0.04	-0.08	0.22	0.31	0.43	0.52
ENSG00000080603	SRCAP	-0.02	-0.05	-0.13	0.95	0.02	-0.12	-0.15	0.55	1.08	2.12	-4.54	-2.52	-1.36	-0.64
ENSG00000084652	TXLNA	-0.07	-0.15	-0.29	-1.24	-0.11	0.09	0.15	-0.09	-0.17	-0.32	-3.28	-1.96	-1.74	-1.69
ENSG00000092929	UNC13D	0.11	0.23	0.46	-0.16	-0.56	-0.42	-0.3	-0.24	-0.48	-0.95	-2.74	-2.2	-2.62	-2.93
ENSG00000093000	NUP50	0.2	0.39	0.79	-0.54	-2.46	-3.33	-4.14	-0.12	-0.25	-0.49	-2.39	-2.23	-2.02	-1.87
ENSG00000095906	NUBP2	-0.03	-0.05	-0.08	-0.62	-0.96	-1.28	-1.52	0.15	0.29	0.57	-1.74	-1.59	-1.54	-1.51
ENSG00000099812	C19orf21	0.08	0.17	0.33	0.29	-0.84	-1.57	-2.07	0.08	0.16	0.33	0.45	-0.68	-1.45	-1.99
ENSG00000099956	SMARCB1	0.07	0.14	0.28	0.07	-1.23	-1.36	-1.65	0.04	0.07	0.15	-0.52	-1.43	-2.5	-3.3
ENSG00000100242	UNC84B	-0.08	-0.16	-0.32	-0.58	-2.54	-2.58	-2.88	0.01	0.02	0.03	-0.7	-1.4	-2.08	-2.56
ENSG00000100883	SRP54	-0.02	-0.04	-0.11	-1.37	-0.7	-0.35	-0.11	-0.16	-0.31	-0.64	-2.29	-2.66	-2.34	-2.21
ENSG00000101126	ADNP	-0.09	-0.19	-0.41	-0.14	-1.35	-2.36	-3.09	0.02	0.05	0.11	-0.42	-1.3	-1.86	-2.27
ENSG00000101146	RAE1	0.13	0.26	0.5	0.22	-0.11	-0.86	-1.47	-0.08	-0.17	-0.34	-0.01	-0.52	-0.88	-1.17
ENSG00000101191	DIDO1	-0.03	-0.05	-0.12	0.98	-0.49	-1.59	-2.38	-0.14	-0.27	-0.53	-1.46	-2.28	-3.17	-3.83
ENSG00000101346	POFUT1	-0.14	-0.28	-0.55	-0.18	-1.96	-2.66	-3.34	0.08	0.15	0.32	-0.31	-0.7	-0.68	-0.61
ENSG00000102178	UBL4A	0.05	0.09	0.15	0.25	-1.9	-1.99	-2.37	0.07	0.14	0.28	-1.28	-0.95	-0.66	-0.46
ENSG00000103275	UBE2I	0.13	0.27	0.54	0.16	0.17	-0.09	-0.32	0.07	0.14	0.27	0.09	-0.32	-0.15	0.04
ENSG00000104067	TJP1	0.32	0.63	1.27	-0.98	-0.33	-0.91	-1.48	0.14	0.28	0.57	-1.34	-0.65	0.05	0.57
